datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,ITINGA,Mata Atlantica,61,0,1,-16.451,-41.789,12.7
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlantica,45,0,1,-16.422,-41.32,36.4
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SERRA DO SALITRE,Cerrado,55,0,1,-19.111,-46.538,48.1
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlantica,47,0,1,-16.421,-41.327,16.3
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,JEQUITINHONHA,Mata Atlantica,46,0,1,-16.419,-41.316,23.3
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SERRA DO SALITRE,Cerrado,53,0,1,-19.11,-46.534,36.6
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SALINAS,Mata Atlantica,46,0,1,-16.212,-42.221,14.2
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SALINAS,Mata Atlantica,51,0,1,-16.21,-42.209,12.2
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,87,0,1,-18.993,-48.644,189
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTA CRUZ DE SALINAS,Mata Atlantica,107,0,1,-16.072,-41.768,11.7
2020/09/10 16:20:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARDO DE MINAS,Mata Atlantica,52,0,1,-15.955,-42.622,12.8
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DA LAGOA,Cerrado,86,0,1,-16.904,-44.506,31.4
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,107,0,1,-16.823,-46.113,64.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,107,0,1,-16.82,-46.088,72
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,107,0,1,-16.818,-46.122,29.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CENTRALINA,Cerrado,89,0,1,-18.682,-49.173,119
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,COROMANDEL,Cerrado,28,0,1,-18.655,-46.946,113.1
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,ITANHANDU,Mata Atlantica,19,0,1,-22.292,-44.931,23.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,DATAS,Cerrado,19,0,1,-18.439,-43.629,14
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,GOUVEIA,Cerrado,19,0,1,-18.411,-43.701,16.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,JUIZ DE FORA,Mata Atlantica,19,0,0.9,-21.884,-43.518,17.2
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CAMBUQUIRA,Mata Atlantica,19,0,1,-21.88,-45.182,56.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,CAMBUQUIRA,Mata Atlantica,19,0,1,-21.87,-45.178,44.8
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,ANTONIO CARLOS,Mata Atlantica,19,0,0.9,-21.461,-43.785,37
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,ANTONIO CARLOS,Mata Atlantica,19,0,0.9,-21.46,-43.792,20.3
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BRUMADINHO,Mata Atlantica,19,0,1,-20.216,-44.143,23.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,82,0,1,-18.241,-44.019,30.2
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BRUMADINHO,Mata Atlantica,19,0,1,-20.215,-44.15,26.4
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SANTO ANTONIO DO MONTE,Mata Atlantica,19,0,1,-20.152,-45.243,24.9
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,23,0,1,-18.241,-43.911,26.8
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAUNA,Mata Atlantica,19,0,1,-20.123,-44.493,46
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAUNA,Mata Atlantica,19,0,1,-20.121,-44.473,14.1
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,69,0,1,-18.239,-44.001,28.4
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BRUMADINHO,Mata Atlantica,19,0,1,-20.103,-44.187,24.7
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,NOVA LIMA,Mata Atlantica,17,0,0.9,-19.951,-43.862,50.6
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,LASSANCE,Cerrado,106,0,1,-17.85,-44.474,17.2
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,NOVA LIMA,Mata Atlantica,18,0,-999,-19.949,-43.844,31.6
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,BARAO DE COCAIS,Mata Atlantica,19,0,-999,-19.933,-43.482,30.8
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,SERRO,Mata Atlantica,19,0,1,-18.424,-43.44,12.5
2020/09/10 16:15:00,AQUA_M-T,Brasil,MINAS GERAIS,LASSANCE,Cerrado,107,0,1,-17.665,-44.45,273.9
2020/10/03 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,MINAS NOVAS,Cerrado,9,0,1,-17.266,-42.514,237.4
2020/10/03 16:25:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Cerrado,9,0,1,-17.766,-42.765,14.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PATROCINIO,Cerrado,104,0,1,-18.753,-46.945,10.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,1,-20.175,-45.825,45.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,20,0,1,-19.717,-47.655,30.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAXA,Cerrado,35,0,1,-19.68,-46.985,11.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,43,0,1,-19.629,-47.257,7.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,42,0,1,-19.628,-47.247,19.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CAMPO FLORIDO,Cerrado,79,0,1,-19.619,-48.624,12.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CAMPO FLORIDO,Cerrado,83,0,1,-19.61,-48.626,12
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ESTRELA DO INDAIA,Cerrado,67,0,1,-19.586,-45.723,12.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ESTRELA DO INDAIA,Cerrado,63,0,1,-19.584,-45.711,27.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAXA,Cerrado,69,0,-999,-19.57,-46.926,21.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAXA,Cerrado,74,0,1,-19.568,-46.916,15.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,56,0,1,-19.508,-47.192,66.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,55,0,1,-19.506,-47.182,145
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,53,0,1,-19.505,-47.172,22.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PERDIZES,Cerrado,60,0,1,-19.497,-47.184,13.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,104,0,1,-19.436,-48.067,46
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,107,0,1,-19.435,-48.057,17.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,104,0,1,-19.427,-48.068,16
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,107,0,1,-19.426,-48.059,6.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARANAIBA,Cerrado,40,0,1,-19.41,-46.18,16.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,110,0,1,-19.405,-48.477,28.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,110,0,1,-19.396,-48.479,29
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,110,0,1,-19.394,-48.469,23.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,110,0,1,-19.386,-48.477,19.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,110,0,1,-19.384,-48.468,29.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATA,Cerrado,110,0,1,-19.377,-48.479,28.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARANAIBA,Cerrado,25,0,1,-19.342,-46.332,16.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,102,0,1,-19.249,-48.165,24.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,RIO PARANAIBA,Cerrado,25,0,1,-19.127,-46.26,10.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CEDRO DO ABAETE,Cerrado,109,0,1,-19.116,-45.673,9.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CEDRO DO ABAETE,Cerrado,109,0,1,-19.114,-45.661,19.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CEDRO DO ABAETE,Cerrado,109,0,1,-19.104,-45.663,12.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CRUZEIRO DA FORTALEZA,Cerrado,90,0,1,-19.005,-46.657,13.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,84,0,1,-18.996,-48.199,12.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,79,0,1,-18.995,-48.189,24.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,93,0,1,-18.98,-48.218,22
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,88,0,1,-18.979,-48.209,44.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,84,0,1,-18.977,-48.199,23.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,79,0,1,-18.976,-48.189,14.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,84,0,1,-18.968,-48.2,11.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,109,0,1,-17.427,-47.179,12.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,109,0,1,-17.247,-46.086,9.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,109,0,1,-17.246,-46.075,15.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,109,0,1,-17.066,-46.827,16
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PARACATU,Cerrado,109,0,1,-17.065,-46.816,8.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,108,0,1,-16.818,-46.091,28.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,108,0,1,-16.817,-46.086,20.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,108,0,1,-16.809,-46.099,40.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,108,0,1,-16.8,-46.112,156.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BRASILANDIA DE MINAS,Cerrado,108,0,1,-16.799,-46.101,45.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,RIACHINHO,Cerrado,108,0,1,-16.322,-45.886,9.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,RIACHINHO,Cerrado,108,0,1,-16.314,-45.88,15.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CASSIA,Cerrado,20,0,1,-20.527,-46.979,22.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PADRE CARVALHO,Cerrado,34,0,1,-16.262,-42.56,25.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO FRANCISCO,Cerrado,108,0,1,-16.075,-45.035,18.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO FRANCISCO,Cerrado,108,0,1,-16.064,-45.037,50.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,RIACHO DOS MACHADOS,Cerrado,108,0,1,-15.971,-42.919,42.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,108,0,1,-15.309,-43.744,34.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Cerrado,20,0,1,-15.218,-43.895,89.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,VAZANTE,Cerrado,109,0,1,-17.852,-46.734,12.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,JOAO PINHEIRO,Cerrado,82,0,1,-17.504,-46.095,63.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CASSIA,Cerrado,20,0,1,-20.525,-46.968,36.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IBIRACI,Cerrado,19,0,1,-20.398,-47.049,16.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IBIRACI,Cerrado,20,0,1,-20.396,-47.039,8.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,DELFINOPOLIS,Cerrado,20,0,1,-20.369,-46.552,14.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO ROQUE DE MINAS,Cerrado,20,0,1,-20.262,-46.177,10.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO ROQUE DE MINAS,Cerrado,20,0,1,-20.253,-46.179,8.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,-999,-20.176,-45.836,27.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,1,-20.167,-45.838,15.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,1,-20.165,-45.826,71.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,1,-20.163,-45.815,13.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO ROQUE DE MINAS,Cerrado,37,0,1,-20.111,-46.605,18.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO ROQUE DE MINAS,Cerrado,33,0,1,-20.11,-46.594,9.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,1,-20.11,-45.732,34.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IGUATAMA,Cerrado,20,0,1,-20.108,-45.72,47
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SACRAMENTO,Cerrado,41,0,1,-20.107,-47.317,18.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BUENOPOLIS,Cerrado,25,0,1,-18.001,-43.863,17.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BUENOPOLIS,Cerrado,20,0,1,-17.998,-43.846,22.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ITAMARANDIBA,Cerrado,97,0,1,-17.829,-42.853,19.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,LASSANCE,Cerrado,108,0,1,-17.813,-44.463,10.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,LASSANCE,Cerrado,107,0,1,-17.81,-44.449,15.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAPORA,Cerrado,109,0,1,-17.266,-44.853,18.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DA LAGOA,Cerrado,86,0,1,-16.91,-44.51,14.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,103,0,1,-16.875,-44.098,15.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,103,0,1,-16.867,-44.116,112.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,104,0,1,-16.867,-44.107,751.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,105,0,1,-16.864,-44.1,2312.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,105,0,1,-16.864,-44.091,642.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,106,0,1,-16.861,-44.084,178.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,106,0,1,-16.855,-44.109,332.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,107,0,1,-16.853,-44.093,263.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTES CLAROS,Cerrado,107,0,1,-16.852,-44.102,80.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,IBIAI,Cerrado,108,0,1,-16.849,-44.897,31.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,93,0,1,-16.726,-45.2,14.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,91,0,1,-16.717,-45.215,85
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,95,0,1,-16.715,-45.202,538.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BURITIZEIRO,Cerrado,99,0,1,-16.713,-45.188,40
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,JAIBA,Caatinga,108,0,1,-15.147,-43.63,16.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PARAGUACU,Mata Atlantica,20,0,1,-21.616,-45.805,33.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PARAGUACU,Mata Atlantica,20,0,1,-21.615,-45.794,31.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CARMO DO RIO CLARO,Cerrado,20,0,1,-20.919,-46.06,30.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ALPINOPOLIS,Cerrado,20,0,1,-20.837,-46.377,11.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,75,0,1,-17.646,-44.289,17.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,88,0,1,-17.644,-44.274,26.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,46,0,1,-17.631,-44.337,21.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,FRANCISCO DUMONT,Cerrado,53,0,1,-17.629,-44.329,23.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,DIAMANTINA,Cerrado,108,0,1,-17.472,-43.29,17.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAPORA,Cerrado,108,0,1,-17.407,-44.859,15.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAPORA,Cerrado,109,0,1,-17.27,-44.861,21.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PIRAPORA,Cerrado,108,0,1,-17.268,-44.847,14.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DO PARAISO,Mata Atlantica,88,0,1,-15.514,-41.907,225.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO JOAO DO PARAISO,Mata Atlantica,79,0,1,-15.509,-41.882,336.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ASTOLFO DUTRA,Mata Atlantica,20,0,1,-21.27,-42.895,25.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ASTOLFO DUTRA,Mata Atlantica,20,0,1,-21.269,-42.905,24.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ASTOLFO DUTRA,Mata Atlantica,20,0,1,-21.266,-42.889,21
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BARBACENA,Mata Atlantica,20,0,1,-21.186,-43.684,13.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CARANDAI,Mata Atlantica,20,0,1,-20.979,-43.944,9.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CARANDAI,Mata Atlantica,20,0,1,-20.977,-43.95,17.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,98,0,1,-18.578,-48.493,9.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ARAGUARI,Mata Atlantica,99,0,1,-18.577,-48.483,8.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERLANDIA,Cerrado,80,0,1,-18.967,-48.191,41.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,TIROS,Cerrado,32,0,1,-18.96,-45.785,27.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ROMARIA,Cerrado,62,0,1,-18.941,-47.575,55.5
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,ROMARIA,Cerrado,57,0,1,-18.939,-47.565,60.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PATOS DE MINAS,Cerrado,72,0,1,-18.825,-46.559,12.1
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE CARMELO,Cerrado,109,0,1,-18.731,-47.532,19
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE CARMELO,Cerrado,109,0,1,-18.73,-47.522,9.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Cerrado,87,0,1,-18.689,-48.614,49.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,TUPACIGUARA,Cerrado,85,0,1,-18.687,-48.604,17
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,COROMANDEL,Cerrado,109,0,1,-18.306,-47.343,75.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SACRAMENTO,Cerrado,38,0,1,-20.106,-47.307,13.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO ROQUE DE MINAS,Cerrado,35,0,1,-20.102,-46.607,25.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO ROQUE DE MINAS,Cerrado,33,0,1,-20.093,-46.608,29.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,LUZ,Cerrado,20,0,1,-20.021,-45.696,14.3
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,40,0,1,-20.013,-47.983,14
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,41,0,1,-20.011,-47.973,162.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,TAPIRA,Cerrado,39,0,1,-19.945,-46.91,15.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CONCEICAO DAS ALAGOAS,Cerrado,27,0,1,-19.806,-48.26,13
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,23,0,1,-19.804,-48.251,25.7
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,UBERABA,Cerrado,24,0,1,-19.795,-48.252,16.6
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,PRATINHA,Cerrado,23,0,1,-19.75,-46.373,41.9
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CENTRALINA,Mata Atlantica,83,0,1,-18.604,-49.112,8.8
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,MONTE ALEGRE DE MINAS,Mata Atlantica,82,0,1,-18.602,-49.103,32.4
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,BOA ESPERANCA,Cerrado,21,0,1,-20.982,-45.546,11.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO OESTE,Cerrado,20,0,1,-20.316,-45.042,11.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,SAO SEBASTIAO DO OESTE,Cerrado,20,0,1,-20.314,-45.03,84.2
2020/09/11 17:00:00,AQUA_M-T,Brasil,MINAS GERAIS,CONTAGEM,Cerrado,19,0,1,-19.87,-44.078,20.4
